year,modeled_scenario,Total15plus,Total15to49,indicator,mean,upper_CI,lower_CI,type,group
1994,Status quo,25375350,20370995,HIVinc15plus,NA,0.01395151,NA,HIV incidence,15+ years
1994,Status quo,25375350,20370995,HIVinc15to49,NA,0.017178925,NA,HIV incidence,15-49 years
1994,Status quo,25375350,20370995,IncPrevRatio15plus,NA,0.3790298,NA,Incidence:Prevalence ratio,15+ years
1994,Status quo,25375350,20370995,IncPrevRatio15to49,NA,0.3848175,NA,Incidence:Prevalence ratio,15-49 years
1994,Status quo,25375350,20370995,NewAdultHIV,NA,344554.60000000003,NA,New HIV infections,15-49 years
1994,Status quo,25375350,20370995,NewHIV15to49,NA,334153.44999999995,NA,New HIV infections,15+ years
1994,Status quo,25375350,20370995,Prev15plus,NA,0.0383072975,NA,HIV prevalence,15+ years
1994,Status quo,25375350,20370995,Prev15to49,NA,0.0460486125,NA,HIV prevalence,15-49 years
1994,Status quo,25375350,20370995,TotHIV15,NA,971850.25,NA,Total living with HIV,15+ years
1994,Status quo,25375350,20370995,TotHIV15to49,NA,937836.175,NA,Total living with HIV,15-49 years
1994,Status quo,25369612.5,20366222.5,ARTcoverage15to49,NA,NA,0,ART coverage,15-49 years
1994,Status quo,25369612.5,20366222.5,ARTcoverageAdult,NA,NA,0,ART coverage,15+ years
1994,Status quo,25369612.5,20366222.5,HIVinc15plus,NA,NA,0.0130520875,HIV incidence,15+ years
1994,Status quo,25369612.5,20366222.5,HIVinc15to49,NA,NA,0.01604316,HIV incidence,15-49 years
1994,Status quo,25369612.5,20366222.5,IncPrevRatio15plus,NA,NA,0.338854675,Incidence:Prevalence ratio,15+ years
1994,Status quo,25369612.5,20366222.5,IncPrevRatio15to49,NA,NA,0.34432419999999997,Incidence:Prevalence ratio,15-49 years
1994,Status quo,25369612.5,20366222.5,NewAdultHIV,NA,NA,322645.225,New HIV infections,15-49 years
1994,Status quo,25369612.5,20366222.5,NewHIV15to49,NA,NA,313208.375,New HIV infections,15+ years
1994,Status quo,25369612.5,20366222.5,Prev15plus,NA,NA,0.03357529999999999,HIV prevalence,15+ years
1994,Status quo,25369612.5,20366222.5,Prev15to49,NA,NA,0.04034293499999999,HIV prevalence,15-49 years
1994,Status quo,25369612.5,20366222.5,TotHIV15,NA,NA,851972.075,Total living with HIV,15+ years
1994,Status quo,25369612.5,20366222.5,TotHIV15to49,NA,NA,821814.725,Total living with HIV,15-49 years
1995,Status quo,26192990,21068240,ARTcoverage15to49,0,NA,NA,ART coverage,15-49 years
1995,Status quo,26192990,21068240,ARTcoverageAdult,0,NA,NA,ART coverage,15+ years
1995,Status quo,26192990,21068240,HIVinc15plus,0.01506608,NA,NA,HIV incidence,15+ years
1995,Status quo,26192990,21068240,HIVinc15to49,0.01852982,NA,NA,HIV incidence,15-49 years
1995,Status quo,26192990,21068240,IncPrevRatio15plus,0.3060596,NA,NA,Incidence:Prevalence ratio,15+ years
1995,Status quo,26192990,21068240,IncPrevRatio15to49,0.3106118,NA,NA,Incidence:Prevalence ratio,15-49 years
1995,Status quo,26192990,21068240,NewAdultHIV,380037.7,NA,NA,New HIV infections,15-49 years
1995,Status quo,26192990,21068240,NewHIV15to49,368379.2,NA,NA,New HIV infections,15+ years
1995,Status quo,26192990,21068240,Prev15plus,0.04696573,NA,NA,HIV prevalence,15+ years
1995,Status quo,26192990,21068240,Prev15to49,0.05635436,NA,NA,HIV prevalence,15-49 years
1995,Status quo,26192990,21068240,TotHIV15,1230170,NA,NA,Total living with HIV,15+ years
1995,Status quo,26192990,21068240,TotHIV15to49,1187285,NA,NA,Total living with HIV,15-49 years
1995,Status quo,26197725,21072215,ARTcoverage15to49,NA,0,NA,ART coverage,15-49 years
1995,Status quo,26197725,21072215,ARTcoverageAdult,NA,0,NA,ART coverage,15+ years
1995,Status quo,26197725,21072215,HIVinc15plus,NA,0.015655135,NA,HIV incidence,15+ years
1995,Status quo,26197725,21072215,HIVinc15to49,NA,0.0192836575,NA,HIV incidence,15-49 years
1995,Status quo,26197725,21072215,IncPrevRatio15plus,NA,0.3215514,NA,Incidence:Prevalence ratio,15+ years
1995,Status quo,26197725,21072215,IncPrevRatio15to49,NA,0.326313325,NA,Incidence:Prevalence ratio,15-49 years
1995,Status quo,26197725,21072215,NewAdultHIV,NA,394530.475,NA,New HIV infections,15-49 years
1995,Status quo,26197725,21072215,NewHIV15to49,NA,382320.25,NA,New HIV infections,15+ years
1995,Status quo,26197725,21072215,Prev15plus,NA,0.0496671725,NA,HIV prevalence,15+ years
1995,Status quo,26197725,21072215,Prev15to49,NA,0.059611385,NA,HIV prevalence,15-49 years
1995,Status quo,26197725,21072215,TotHIV15,NA,1300755.25,NA,Total living with HIV,15+ years
1995,Status quo,26197725,21072215,TotHIV15to49,NA,1255783.25,NA,Total living with HIV,15-49 years
1995,Status quo,26189112.5,21064945,ARTcoverage15to49,NA,NA,0,ART coverage,15-49 years
1995,Status quo,26189112.5,21064945,ARTcoverageAdult,NA,NA,0,ART coverage,15+ years
1995,Status quo,26189112.5,21064945,HIVinc15plus,NA,NA,0.0147778975,HIV incidence,15+ years
1995,Status quo,26189112.5,21064945,HIVinc15to49,NA,NA,0.01816671,HIV incidence,15-49 years
1995,Status quo,26189112.5,21064945,IncPrevRatio15plus,NA,NA,0.289607575,Incidence:Prevalence ratio,15+ years
1995,Status quo,26189112.5,21064945,IncPrevRatio15to49,NA,NA,0.29415385,Incidence:Prevalence ratio,15-49 years
1995,Status quo,26189112.5,21064945,NewAdultHIV,NA,NA,373064,New HIV infections,15-49 years
1995,Status quo,26189112.5,21064945,NewHIV15to49,NA,NA,361774.35,New HIV infections,15+ years
1995,Status quo,26189112.5,21064945,Prev15plus,NA,NA,0.04465533,HIV prevalence,15+ years
1995,Status quo,26189112.5,21064945,Prev15to49,NA,NA,0.053565945,HIV prevalence,15-49 years
1995,Status quo,26189112.5,21064945,TotHIV15,NA,NA,1169826.5,Total living with HIV,15+ years
1995,Status quo,26189112.5,21064945,TotHIV15to49,NA,NA,1128724,Total living with HIV,15-49 years
1996,Status quo,27024350,21769450,ARTcoverage15to49,0,NA,NA,ART coverage,15-49 years
1996,Status quo,27024350,21769450,ARTcoverageAdult,0,NA,NA,ART coverage,15+ years
1996,Status quo,27024350,21769450,HIVinc15plus,0.01634509,NA,NA,HIV incidence,15+ years
1996,Status quo,27024350,21769450,HIVinc15to49,0.02010984,NA,NA,HIV incidence,15-49 years
1996,Status quo,27024350,21769450,IncPrevRatio15plus,0.2610783,NA,NA,Incidence:Prevalence ratio,15+ years
1996,Status quo,27024350,21769450,IncPrevRatio15to49,0.2648503,NA,NA,Incidence:Prevalence ratio,15-49 years
1996,Status quo,27024350,21769450,NewAdultHIV,420192,NA,NA,New HIV infections,15-49 years
1996,Status quo,27024350,21769450,NewHIV15to49,406852.3,NA,NA,New HIV infections,15+ years
1996,Status quo,27024350,21769450,Prev15plus,0.05896498,NA,NA,HIV prevalence,15+ years
1996,Status quo,27024350,21769450,Prev15to49,0.07062519,NA,NA,HIV prevalence,15-49 years
1996,Status quo,27024350,21769450,TotHIV15,1593487,NA,NA,Total living with HIV,15+ years
1996,Status quo,27024350,21769450,TotHIV15to49,1537466,NA,NA,Total living with HIV,15-49 years
1996,Status quo,27031055,21775067.5,ARTcoverage15to49,NA,0,NA,ART coverage,15-49 years
1996,Status quo,27031055,21775067.5,ARTcoverageAdult,NA,0,NA,ART coverage,15+ years
1996,Status quo,27031055,21775067.5,HIVinc15plus,NA,0.016858325,NA,HIV incidence,15+ years
1996,Status quo,27031055,21775067.5,HIVinc15to49,NA,0.02077485,NA,HIV incidence,15-49 years
1996,Status quo,27031055,21775067.5,IncPrevRatio15plus,NA,0.27313665000000004,NA,Incidence:Prevalence ratio,15+ years
1996,Status quo,27031055,21775067.5,IncPrevRatio15to49,NA,0.277060225,NA,Incidence:Prevalence ratio,15-49 years
1996,Status quo,27031055,21775067.5,NewAdultHIV,NA,432766.725,NA,New HIV infections,15-49 years
1996,Status quo,27031055,21775067.5,NewHIV15to49,NA,418858.95,NA,New HIV infections,15+ years
1996,Status quo,27031055,21775067.5,Prev15plus,NA,0.0619446875,NA,HIV prevalence,15+ years
1996,Status quo,27031055,21775067.5,Prev15to49,NA,0.0742441925,NA,HIV prevalence,15-49 years
1996,Status quo,27031055,21775067.5,TotHIV15,NA,1673811.25,NA,Total living with HIV,15+ years
1996,Status quo,27031055,21775067.5,TotHIV15to49,NA,1616010.75,NA,Total living with HIV,15-49 years
1996,Status quo,27018945,21764657.5,ARTcoverage15to49,NA,NA,0,ART coverage,15-49 years
1996,Status quo,27018945,21764657.5,ARTcoverageAdult,NA,NA,0,ART coverage,15+ years
1996,Status quo,27018945,21764657.5,HIVinc15plus,NA,NA,0.016027505,HIV incidence,15+ years
1996,Status quo,27018945,21764657.5,HIVinc15to49,NA,NA,0.019721645,HIV incidence,15-49 years
1996,Status quo,27018945,21764657.5,IncPrevRatio15plus,NA,NA,0.248616375,Incidence:Prevalence ratio,15+ years
1996,Status quo,27018945,21764657.5,IncPrevRatio15to49,NA,NA,0.252426025,Incidence:Prevalence ratio,15-49 years
1996,Status quo,27018945,21764657.5,NewAdultHIV,NA,NA,411773.3000000001,New HIV infections,15-49 years
1996,Status quo,27018945,21764657.5,NewHIV15to49,NA,NA,398441.75,New HIV infections,15+ years
1996,Status quo,27018945,21764657.5,Prev15plus,NA,NA,0.056738335,HIV prevalence,15+ years
1996,Status quo,27018945,21764657.5,Prev15to49,NA,NA,0.06793672249999999,HIV prevalence,15-49 years
1996,Status quo,27018945,21764657.5,TotHIV15,NA,NA,1533632.25,Total living with HIV,15+ years
1996,Status quo,27018945,21764657.5,TotHIV15to49,NA,NA,1479271.75,Total living with HIV,15-49 years
1997,Status quo,27688960,22301630,ARTcoverage15to49,0,NA,NA,ART coverage,15-49 years
1997,Status quo,27688960,22301630,ARTcoverageAdult,0,NA,NA,ART coverage,15+ years
1997,Status quo,27688960,22301630,HIVinc15plus,0.01713239,NA,NA,HIV incidence,15+ years
1997,Status quo,27688960,22301630,HIVinc15to49,0.02110929,NA,NA,HIV incidence,15-49 years
1997,Status quo,27688960,22301630,IncPrevRatio15plus,0.2243807,NA,NA,Incidence:Prevalence ratio,15+ years
1997,Status quo,27688960,22301630,IncPrevRatio15to49,0.2275846,NA,NA,Incidence:Prevalence ratio,15-49 years
1997,Status quo,27688960,22301630,NewAdultHIV,445668.2,NA,NA,New HIV infections,15-49 years
1997,Status quo,27688960,22301630,NewHIV15to49,430781.4,NA,NA,New HIV infections,15+ years
1997,Status quo,27688960,22301630,Prev15plus,0.07098178,NA,NA,HIV prevalence,15+ years
1997,Status quo,27688960,22301630,Prev15to49,0.08493101,NA,NA,HIV prevalence,15-49 years
1997,Status quo,27688960,22301630,TotHIV15,1965407,NA,NA,Total living with HIV,15+ years
1997,Status quo,27688960,22301630,TotHIV15to49,1894094,NA,NA,Total living with HIV,15-49 years
1997,Status quo,27697940,22309152.5,ARTcoverage15to49,NA,0,NA,ART coverage,15-49 years
1997,Status quo,27697940,22309152.5,ARTcoverageAdult,NA,0,NA,ART coverage,15+ years
1997,Status quo,27697940,22309152.5,HIVinc15plus,NA,0.01754321999999999,NA,HIV incidence,15+ years
1997,Status quo,27697940,22309152.5,HIVinc15to49,NA,0.0216403375,NA,HIV incidence,15-49 years
1997,Status quo,27697940,22309152.5,IncPrevRatio15plus,NA,0.233490075,NA,Incidence:Prevalence ratio,15+ years
1997,Status quo,27697940,22309152.5,IncPrevRatio15to49,NA,0.236794375,NA,Incidence:Prevalence ratio,15-49 years
1997,Status quo,27697940,22309152.5,NewAdultHIV,NA,455945.6,NA,New HIV infections,15-49 years
1997,Status quo,27697940,22309152.5,NewHIV15to49,NA,440573.175,NA,New HIV infections,15+ years
1997,Status quo,27697940,22309152.5,Prev15plus,NA,0.0741219625,NA,HIV prevalence,15+ years
1997,Status quo,27697940,22309152.5,Prev15to49,NA,0.08874694,NA,HIV prevalence,15-49 years
1997,Status quo,27697940,22309152.5,TotHIV15,NA,2052005.25,NA,Total living with HIV,15+ years
1997,Status quo,27697940,22309152.5,TotHIV15to49,NA,1978783.25,NA,Total living with HIV,15-49 years
1997,Status quo,27681535,22294927.5,ARTcoverage15to49,NA,NA,0,ART coverage,15-49 years
1997,Status quo,27681535,22294927.5,ARTcoverageAdult,NA,NA,0,ART coverage,15+ years
1997,Status quo,27681535,22294927.5,HIVinc15plus,NA,NA,0.01677753249999999,HIV incidence,15+ years
1997,Status quo,27681535,22294927.5,HIVinc15to49,NA,NA,0.02067654,HIV incidence,15-49 years
1997,Status quo,27681535,22294927.5,IncPrevRatio15plus,NA,NA,0.21519705,Incidence:Prevalence ratio,15+ years
1997,Status quo,27681535,22294927.5,IncPrevRatio15to49,NA,NA,0.218474575,Incidence:Prevalence ratio,15-49 years
1997,Status quo,27681535,22294927.5,NewAdultHIV,NA,NA,436325.7,New HIV infections,15-49 years
1997,Status quo,27681535,22294927.5,NewHIV15to49,NA,NA,421549.625,New HIV infections,15+ years
1997,Status quo,27681535,22294927.5,Prev15plus,NA,NA,0.0689149125,HIV prevalence,15+ years
1997,Status quo,27681535,22294927.5,Prev15to49,NA,NA,0.08248214749999999,HIV prevalence,15-49 years
1997,Status quo,27681535,22294927.5,TotHIV15,NA,NA,1908186.5,Total living with HIV,15+ years
1997,Status quo,27681535,22294927.5,TotHIV15to49,NA,NA,1840014.75,Total living with HIV,15-49 years
1998,Status quo,28366860,22838700,ARTcoverage15to49,0,NA,NA,ART coverage,15-49 years
1998,Status quo,28366860,22838700,ARTcoverageAdult,0,NA,NA,ART coverage,15+ years
1998,Status quo,28366860,22838700,HIVinc15plus,0.0175086,NA,NA,HIV incidence,15+ years
1998,Status quo,28366860,22838700,HIVinc15to49,0.02160009,NA,NA,HIV incidence,15-49 years
1998,Status quo,28366860,22838700,IncPrevRatio15plus,0.1943857,NA,NA,Incidence:Prevalence ratio,15+ years
1998,Status quo,28366860,22838700,IncPrevRatio15to49,0.1971482,NA,NA,Incidence:Prevalence ratio,15-49 years
1998,Status quo,28366860,22838700,NewAdultHIV,460817.2,NA,NA,New HIV infections,15-49 years
1998,Status quo,28366860,22838700,NewHIV15to49,444577.8,NA,NA,New HIV infections,15+ years
1998,Status quo,28366860,22838700,Prev15plus,0.08266954,NA,NA,HIV prevalence,15+ years
1998,Status quo,28366860,22838700,Prev15to49,0.09879036,NA,NA,HIV prevalence,15-49 years
1998,Status quo,28366860,22838700,TotHIV15,2345072,NA,NA,Total living with HIV,15+ years
1998,Status quo,28366860,22838700,TotHIV15to49,2256236,NA,NA,Total living with HIV,15-49 years
1998,Status quo,28378302.5,22848137.5,ARTcoverage15to49,NA,0,NA,ART coverage,15-49 years
1998,Status quo,28378302.5,22848137.5,ARTcoverageAdult,NA,0,NA,ART coverage,15+ years
1998,Status quo,28378302.5,22848137.5,HIVinc15plus,NA,0.0178121825,NA,HIV incidence,15+ years
1998,Status quo,28378302.5,22848137.5,HIVinc15to49,NA,0.0220003375,NA,HIV incidence,15-49 years
1998,Status quo,28378302.5,22848137.5,IncPrevRatio15plus,NA,0.20114015,NA,Incidence:Prevalence ratio,15+ years
1998,Status quo,28378302.5,22848137.5,IncPrevRatio15to49,NA,0.203961025,NA,Incidence:Prevalence ratio,15-49 years
1998,Status quo,28378302.5,22848137.5,NewAdultHIV,NA,468552.775,NA,New HIV infections,15-49 years
1998,Status quo,28378302.5,22848137.5,NewHIV15to49,NA,451796,NA,New HIV infections,15+ years
1998,Status quo,28378302.5,22848137.5,Prev15plus,NA,0.08600566250000001,NA,HIV prevalence,15+ years
1998,Status quo,28378302.5,22848137.5,Prev15to49,NA,0.102883975,NA,HIV prevalence,15-49 years
1998,Status quo,28378302.5,22848137.5,TotHIV15,NA,2439909.5,NA,Total living with HIV,15+ years
1998,Status quo,28378302.5,22848137.5,TotHIV15to49,NA,2349852.25,NA,Total living with HIV,15-49 years
1998,Status quo,28357072.5,22829877.5,ARTcoverage15to49,NA,NA,0,ART coverage,15-49 years
1998,Status quo,28357072.5,22829877.5,ARTcoverageAdult,NA,NA,0,ART coverage,15+ years
1998,Status quo,28357072.5,22829877.5,HIVinc15plus,NA,NA,0.0171542675,HIV incidence,15+ years
1998,Status quo,28357072.5,22829877.5,HIVinc15to49,NA,NA,0.021170395,HIV incidence,15-49 years
1998,Status quo,28357072.5,22829877.5,IncPrevRatio15plus,NA,NA,0.187470925,Incidence:Prevalence ratio,15+ years
1998,Status quo,28357072.5,22829877.5,IncPrevRatio15to49,NA,NA,0.1901985,Incidence:Prevalence ratio,15-49 years
1998,Status quo,28357072.5,22829877.5,NewAdultHIV,NA,NA,451546.75,New HIV infections,15-49 years
1998,Status quo,28357072.5,22829877.5,NewHIV15to49,NA,NA,435525.275,New HIV infections,15+ years
1998,Status quo,28357072.5,22829877.5,Prev15plus,NA,NA,0.0804771825,HIV prevalence,15+ years
1998,Status quo,28357072.5,22829877.5,Prev15to49,NA,NA,0.0962816875,HIV prevalence,15-49 years
1998,Status quo,28357072.5,22829877.5,TotHIV15,NA,NA,2282644.75,Total living with HIV,15+ years
1998,Status quo,28357072.5,22829877.5,TotHIV15to49,NA,NA,2198841,Total living with HIV,15-49 years
1999,Status quo,29048630,23370910,ARTcoverage15to49,0,NA,NA,ART coverage,15-49 years
1999,Status quo,29048630,23370910,ARTcoverageAdult,0,NA,NA,ART coverage,15+ years
1999,Status quo,29048630,23370910,HIVinc15plus,0.01752735,NA,NA,HIV incidence,15+ years
1999,Status quo,29048630,23370910,HIVinc15to49,0.02164573,NA,NA,HIV incidence,15-49 years
1999,Status quo,29048630,23370910,IncPrevRatio15plus,0.1697967,NA,NA,Incidence:Prevalence ratio,15+ years
1999,Status quo,29048630,23370910,IncPrevRatio15to49,0.172207,NA,NA,Incidence:Prevalence ratio,15-49 years
1999,Status quo,29048630,23370910,NewAdultHIV,466742.4,NA,NA,New HIV infections,15-49 years
1999,Status quo,29048630,23370910,NewHIV15to49,449368.5,NA,NA,New HIV infections,15+ years
1999,Status quo,29048630,23370910,Prev15plus,0.09360482,NA,NA,HIV prevalence,15+ years
1999,Status quo,29048630,23370910,Prev15to49,0.1117034,NA,NA,HIV prevalence,15-49 years
1999,Status quo,29048630,23370910,TotHIV15,2719089,NA,NA,Total living with HIV,15+ years
1999,Status quo,29048630,23370910,TotHIV15to49,2610606,NA,NA,Total living with HIV,15-49 years
1999,Status quo,29062487.5,23382222.5,ARTcoverage15to49,NA,0,NA,ART coverage,15-49 years
1999,Status quo,29062487.5,23382222.5,ARTcoverageAdult,NA,0,NA,ART coverage,15+ years
1999,Status quo,29062487.5,23382222.5,HIVinc15plus,NA,0.017783555,NA,HIV incidence,15+ years
1999,Status quo,29062487.5,23382222.5,HIVinc15to49,NA,0.021933875,NA,HIV incidence,15-49 years
1999,Status quo,29062487.5,23382222.5,IncPrevRatio15plus,NA,0.1747441,NA,Incidence:Prevalence ratio,15+ years
1999,Status quo,29062487.5,23382222.5,IncPrevRatio15to49,NA,0.177179525,NA,Incidence:Prevalence ratio,15-49 years
1999,Status quo,29062487.5,23382222.5,NewAdultHIV,NA,474117.85,NA,New HIV infections,15-49 years
1999,Status quo,29062487.5,23382222.5,NewHIV15to49,NA,456352.75,NA,New HIV infections,15+ years
1999,Status quo,29062487.5,23382222.5,Prev15plus,NA,0.09707438,NA,HIV prevalence,15+ years
1999,Status quo,29062487.5,23382222.5,Prev15to49,NA,0.115958375,NA,HIV prevalence,15-49 years
1999,Status quo,29062487.5,23382222.5,TotHIV15,NA,2820133.5,NA,Total living with HIV,15+ years
1999,Status quo,29062487.5,23382222.5,TotHIV15to49,NA,2710186.25,NA,Total living with HIV,15-49 years
1999,Status quo,29036235,23359675,ARTcoverage15to49,NA,NA,0,ART coverage,15-49 years
1999,Status quo,29036235,23359675,ARTcoverageAdult,NA,NA,0,ART coverage,15+ years
1999,Status quo,29036235,23359675,HIVinc15plus,NA,NA,0.01719884,HIV incidence,15+ years
1999,Status quo,29036235,23359675,HIVinc15to49,NA,NA,0.02125147,HIV incidence,15-49 years
1999,Status quo,29036235,23359675,IncPrevRatio15plus,NA,NA,0.16407695,Incidence:Prevalence ratio,15+ years
1999,Status quo,29036235,23359675,IncPrevRatio15to49,NA,NA,0.1664126,Incidence:Prevalence ratio,15-49 years
1999,Status quo,29036235,23359675,NewAdultHIV,NA,NA,458215.7,New HIV infections,15-49 years
1999,Status quo,29036235,23359675,NewHIV15to49,NA,NA,441171.4,New HIV infections,15+ years
1999,Status quo,29036235,23359675,Prev15plus,NA,NA,0.0913030625,HIV prevalence,15+ years
1999,Status quo,29036235,23359675,Prev15to49,NA,NA,0.109090625,HIV prevalence,15-49 years
1999,Status quo,29036235,23359675,TotHIV15,NA,NA,2651843.25,Total living with HIV,15+ years
1999,Status quo,29036235,23359675,TotHIV15to49,NA,NA,2549378.25,Total living with HIV,15-49 years
2000,Status quo,29716970,23884150,ARTcoverage15to49,0,NA,NA,ART coverage,15-49 years
2000,Status quo,29716970,23884150,ARTcoverageAdult,0,NA,NA,ART coverage,15+ years
